filename,ext,size_bytes,year,year_bucket,authors,journal_raw,journal_canonical,journal_tier,title,subfield,pattern,parse_ok,norm_key,path
"2022 - Pawliczek, Skinner, Zechman - Journal of Accounting Research - Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership.pdf",pdf,444620,2022,2020_2024,"Pawliczek, Skinner, Zechman",Journal of Accounting Research,Journal of Accounting Research,top_acct,Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership,disclosure,A,True,2022::facilitating tacit collusion through voluntary disclosure evidence from common ownership,"d:\OneDrive\tools\paper\2022 - Pawliczek, Skinner, Zechman - Journal of Accounting Research - Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership.pdf"
"2022 - Pawliczek, Skinner, Zechman - Journal of Accounting Research - Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership.txt",txt,186640,2022,2020_2024,"Pawliczek, Skinner, Zechman",Journal of Accounting Research,Journal of Accounting Research,top_acct,Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership,disclosure,A,True,2022::facilitating tacit collusion through voluntary disclosure evidence from common ownership,"d:\OneDrive\tools\paper\2022 - Pawliczek, Skinner, Zechman - Journal of Accounting Research - Facilitating Tacit Collusion Through Voluntary Disclosure Evidence from Common Ownership.txt"
"2022 - Raghunandan, Rajgopal - Review of Accounting Studies - Do Esg Funds Make Stakeholder-Friendly Investments.pdf",pdf,629529,2022,2020_2024,"Raghunandan, Rajgopal",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do Esg Funds Make Stakeholder-Friendly Investments,esg_csr,A,True,2022::do esg funds make stakeholder friendly investments,"d:\OneDrive\tools\paper\2022 - Raghunandan, Rajgopal - Review of Accounting Studies - Do Esg Funds Make Stakeholder-Friendly Investments.pdf"
"2022 - Raghunandan, Rajgopal - Review of Accounting Studies - Do Esg Funds Make Stakeholder-Friendly Investments.txt",txt,167050,2022,2020_2024,"Raghunandan, Rajgopal",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do Esg Funds Make Stakeholder-Friendly Investments,esg_csr,A,True,2022::do esg funds make stakeholder friendly investments,"d:\OneDrive\tools\paper\2022 - Raghunandan, Rajgopal - Review of Accounting Studies - Do Esg Funds Make Stakeholder-Friendly Investments.txt"
"2022 - Ranasinghe, Yi, Zhou - Review of Accounting Studies - Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i.pdf",pdf,970618,2022,2020_2024,"Ranasinghe, Yi, Zhou",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i,audit,A,True,2022::do auditors charge a client business risk premium evidence from audit fees and derivative hedging i,"d:\OneDrive\tools\paper\2022 - Ranasinghe, Yi, Zhou - Review of Accounting Studies - Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i.pdf"
"2022 - Ranasinghe, Yi, Zhou - Review of Accounting Studies - Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i.txt",txt,117615,2022,2020_2024,"Ranasinghe, Yi, Zhou",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i,audit,A,True,2022::do auditors charge a client business risk premium evidence from audit fees and derivative hedging i,"d:\OneDrive\tools\paper\2022 - Ranasinghe, Yi, Zhou - Review of Accounting Studies - Do Auditors Charge a Client Business Risk Premium Evidence from Audit Fees and Derivative Hedging i.txt"
"2022 - Schlingemann, Stulz - Journal of Financial Economics - Have Exchange-Listed Firms Become Less Important for the Economy.pdf",pdf,3177246,2022,2020_2024,"Schlingemann, Stulz",Journal of Financial Economics,Journal of Financial Economics,top_fin,Have Exchange-Listed Firms Become Less Important for the Economy,unknown,A,True,2022::have exchange listed firms become less important for the economy,"d:\OneDrive\tools\paper\2022 - Schlingemann, Stulz - Journal of Financial Economics - Have Exchange-Listed Firms Become Less Important for the Economy.pdf"
"2022 - Schlingemann, Stulz - Journal of Financial Economics - Have Exchange-Listed Firms Become Less Important for the Economy.txt",txt,202037,2022,2020_2024,"Schlingemann, Stulz",Journal of Financial Economics,Journal of Financial Economics,top_fin,Have Exchange-Listed Firms Become Less Important for the Economy,unknown,A,True,2022::have exchange listed firms become less important for the economy,"d:\OneDrive\tools\paper\2022 - Schlingemann, Stulz - Journal of Financial Economics - Have Exchange-Listed Firms Become Less Important for the Economy.txt"
2022 - Schoenfeld - Review of Accounting Studies - Cyber Risk and Voluntary Service Organization Control (soc) Audits.pdf,pdf,1512354,2022,2020_2024,Schoenfeld,Review of Accounting Studies,Review of Accounting Studies,top_acct,Cyber Risk and Voluntary Service Organization Control (soc) Audits,unknown,A,True,2022::cyber risk and voluntary service organization control soc audits,d:\OneDrive\tools\paper\2022 - Schoenfeld - Review of Accounting Studies - Cyber Risk and Voluntary Service Organization Control (soc) Audits.pdf
2022 - Schoenfeld - Review of Accounting Studies - Cyber Risk and Voluntary Service Organization Control (soc) Audits.txt,txt,140005,2022,2020_2024,Schoenfeld,Review of Accounting Studies,Review of Accounting Studies,top_acct,Cyber Risk and Voluntary Service Organization Control (soc) Audits,unknown,A,True,2022::cyber risk and voluntary service organization control soc audits,d:\OneDrive\tools\paper\2022 - Schoenfeld - Review of Accounting Studies - Cyber Risk and Voluntary Service Organization Control (soc) Audits.txt
"2022 - Shu, Tian, Zhan - Journal of Financial Economics - Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness.pdf",pdf,1456049,2022,2020_2024,"Shu, Tian, Zhan",Journal of Financial Economics,Journal of Financial Economics,top_fin,"Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness",innovation_rd,A,True,2022::patent quality firm value and investor underreaction evidence from patent examiner busyness,"d:\OneDrive\tools\paper\2022 - Shu, Tian, Zhan - Journal of Financial Economics - Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness.pdf"
"2022 - Shu, Tian, Zhan - Journal of Financial Economics - Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness.txt",txt,214812,2022,2020_2024,"Shu, Tian, Zhan",Journal of Financial Economics,Journal of Financial Economics,top_fin,"Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness",innovation_rd,A,True,2022::patent quality firm value and investor underreaction evidence from patent examiner busyness,"d:\OneDrive\tools\paper\2022 - Shu, Tian, Zhan - Journal of Financial Economics - Patent Quality, Firm Value, and Investor Underreaction Evidence from Patent Examiner Busyness.txt"
2022 - Thompson - Journal of Accounting and Economics - Political Connections and the SEC Confidential Treatment Process.pdf,pdf,470410,2022,2020_2024,Thompson,Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Political Connections and the SEC Confidential Treatment Process,fraud_enforcement,A,True,2022::political connections and the sec confidential treatment process,d:\OneDrive\tools\paper\2022 - Thompson - Journal of Accounting and Economics - Political Connections and the SEC Confidential Treatment Process.pdf
2022 - Thompson - Journal of Accounting and Economics - Political Connections and the SEC Confidential Treatment Process.txt,txt,164402,2022,2020_2024,Thompson,Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Political Connections and the SEC Confidential Treatment Process,fraud_enforcement,A,True,2022::political connections and the sec confidential treatment process,d:\OneDrive\tools\paper\2022 - Thompson - Journal of Accounting and Economics - Political Connections and the SEC Confidential Treatment Process.txt
"2022 - Weber, D’Acunto, Gorodnichenko, Coibion - Journal of Economic Perspectives - The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic.pdf",pdf,804796,2022,2020_2024,"Weber, D’Acunto, Gorodnichenko, Coibion",Journal of Economic Perspectives,unknown,unknown,"The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic",unknown,A,True,2022::the subjective inflation expectations of households and firms measurement determinants and implic,"d:\OneDrive\tools\paper\2022 - Weber, D’Acunto, Gorodnichenko, Coibion - Journal of Economic Perspectives - The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic.pdf"
"2022 - Weber, D’Acunto, Gorodnichenko, Coibion - Journal of Economic Perspectives - The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic.txt",txt,92944,2022,2020_2024,"Weber, D’Acunto, Gorodnichenko, Coibion",Journal of Economic Perspectives,unknown,unknown,"The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic",unknown,A,True,2022::the subjective inflation expectations of households and firms measurement determinants and implic,"d:\OneDrive\tools\paper\2022 - Weber, D’Acunto, Gorodnichenko, Coibion - Journal of Economic Perspectives - The Subjective Inflation Expectations of Households and Firms Measurement, Determinants, and Implic.txt"
"2022 - Welch, Yoon - Review of Accounting Studies - Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O.pdf",pdf,603716,2022,2020_2024,"Welch, Yoon",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O,governance_comp,A,True,2022::do high ability managers choose esg projects that create shareholder value evidence from employee o,"d:\OneDrive\tools\paper\2022 - Welch, Yoon - Review of Accounting Studies - Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O.pdf"
"2022 - Welch, Yoon - Review of Accounting Studies - Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O.txt",txt,91878,2022,2020_2024,"Welch, Yoon",Review of Accounting Studies,Review of Accounting Studies,top_acct,Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O,governance_comp,A,True,2022::do high ability managers choose esg projects that create shareholder value evidence from employee o,"d:\OneDrive\tools\paper\2022 - Welch, Yoon - Review of Accounting Studies - Do High-Ability Managers Choose Esg Projects That Create Shareholder Value Evidence from Employee O.txt"
2022 - Xu - The Quarterly Journal of Economics - Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures.pdf,pdf,1103785,2022,2020_2024,Xu,The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures,banking,A,True,2022::reshaping global trade the immediate and long run effects of bank failures,d:\OneDrive\tools\paper\2022 - Xu - The Quarterly Journal of Economics - Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures.pdf
2022 - Xu - The Quarterly Journal of Economics - Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures.txt,txt,158256,2022,2020_2024,Xu,The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures,banking,A,True,2022::reshaping global trade the immediate and long run effects of bank failures,d:\OneDrive\tools\paper\2022 - Xu - The Quarterly Journal of Economics - Reshaping Global Trade The Immediate and Long-Run Effects of Bank Failures.txt
"2022 - Yost, Shu - Journal of Accounting and Economics - Does Tax Enforcement Deter Managers' Self-Dealing.pdf",pdf,1239910,2022,2020_2024,"Yost, Shu",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Does Tax Enforcement Deter Managers' Self-Dealing,tax,A,True,2022::does tax enforcement deter managers self dealing,"d:\OneDrive\tools\paper\2022 - Yost, Shu - Journal of Accounting and Economics - Does Tax Enforcement Deter Managers' Self-Dealing.pdf"
"2022 - Yost, Shu - Journal of Accounting and Economics - Does Tax Enforcement Deter Managers' Self-Dealing.txt",txt,171446,2022,2020_2024,"Yost, Shu",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Does Tax Enforcement Deter Managers' Self-Dealing,tax,A,True,2022::does tax enforcement deter managers self dealing,"d:\OneDrive\tools\paper\2022 - Yost, Shu - Journal of Accounting and Economics - Does Tax Enforcement Deter Managers' Self-Dealing.txt"
"2022 - Yue, Zhang, Zhong - Journal of Accounting and Economics - The Politics of Bank Opacity.pdf",pdf,951564,2022,2020_2024,"Yue, Zhang, Zhong",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,The Politics of Bank Opacity,banking,A,True,2022::the politics of bank opacity,"d:\OneDrive\tools\paper\2022 - Yue, Zhang, Zhong - Journal of Accounting and Economics - The Politics of Bank Opacity.pdf"
"2022 - Yue, Zhang, Zhong - Journal of Accounting and Economics - The Politics of Bank Opacity.txt",txt,174291,2022,2020_2024,"Yue, Zhang, Zhong",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,The Politics of Bank Opacity,banking,A,True,2022::the politics of bank opacity,"d:\OneDrive\tools\paper\2022 - Yue, Zhang, Zhong - Journal of Accounting and Economics - The Politics of Bank Opacity.txt"
2022 - Zhou - Management Science - Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure.pdf,pdf,899502,2022,2020_2024,Zhou,Management Science,Management Science,top_gen,Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure,disclosure,A,True,2022::proprietary costs and corporate lobbying against changes in mandatory disclosure,d:\OneDrive\tools\paper\2022 - Zhou - Management Science - Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure.pdf
2022 - Zhou - Management Science - Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure.txt,txt,324546,2022,2020_2024,Zhou,Management Science,Management Science,top_gen,Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure,disclosure,A,True,2022::proprietary costs and corporate lobbying against changes in mandatory disclosure,d:\OneDrive\tools\paper\2022 - Zhou - Management Science - Proprietary Costs and Corporate Lobbying Against Changes in Mandatory Disclosure.txt
"2023 - Abis, Veldkamp - The Changing Economics of Knowledge Production.pdf",pdf,778526,2023,2020_2024,"Abis, Veldkamp",,unknown,unknown,The Changing Economics of Knowledge Production,unknown,B,True,2023::the changing economics of knowledge production,"d:\OneDrive\tools\paper\2023 - Abis, Veldkamp - The Changing Economics of Knowledge Production.pdf"
"2023 - Addoum, Ng, Ortiz-Bobea - Journal of Financial Economics - Temperature Shocks and Industry Earnings News.pdf",pdf,11676498,2023,2020_2024,"Addoum, Ng, Ortiz-Bobea",Journal of Financial Economics,Journal of Financial Economics,top_fin,Temperature Shocks and Industry Earnings News,unknown,A,True,2023::temperature shocks and industry earnings news,"d:\OneDrive\tools\paper\2023 - Addoum, Ng, Ortiz-Bobea - Journal of Financial Economics - Temperature Shocks and Industry Earnings News.pdf"
"2023 - Addoum, Ng, Ortiz-Bobea - Journal of Financial Economics - Temperature Shocks and Industry Earnings News.txt",txt,278320,2023,2020_2024,"Addoum, Ng, Ortiz-Bobea",Journal of Financial Economics,Journal of Financial Economics,top_fin,Temperature Shocks and Industry Earnings News,unknown,A,True,2023::temperature shocks and industry earnings news,"d:\OneDrive\tools\paper\2023 - Addoum, Ng, Ortiz-Bobea - Journal of Financial Economics - Temperature Shocks and Industry Earnings News.txt"
"2023 - Agarwal, Lin, Zhang, Zhang - Journal of Financial and Quantitative Analysis - Labor Mobility and Loan Origination.pdf",pdf,1170496,2023,2020_2024,"Agarwal, Lin, Zhang, Zhang",Journal of Financial and Quantitative Analysis,Journal of Financial and Quantitative Analysis,top_fin,Labor Mobility and Loan Origination,debt_capital_structure,A,True,2023::labor mobility and loan origination,"d:\OneDrive\tools\paper\2023 - Agarwal, Lin, Zhang, Zhang - Journal of Financial and Quantitative Analysis - Labor Mobility and Loan Origination.pdf"
"2023 - Agarwal, Lin, Zhang, Zhang - Journal of Financial and Quantitative Analysis - Labor Mobility and Loan Origination.txt",txt,151735,2023,2020_2024,"Agarwal, Lin, Zhang, Zhang",Journal of Financial and Quantitative Analysis,Journal of Financial and Quantitative Analysis,top_fin,Labor Mobility and Loan Origination,debt_capital_structure,A,True,2023::labor mobility and loan origination,"d:\OneDrive\tools\paper\2023 - Agarwal, Lin, Zhang, Zhang - Journal of Financial and Quantitative Analysis - Labor Mobility and Loan Origination.txt"
"2023 - Amiraslani, Lins, Servaes, Tamayo - Review of Accounting Studies - Trust, Social Capital, and the Bond Market Benefits of Esg Performance.pdf",pdf,877808,2023,2020_2024,"Amiraslani, Lins, Servaes, Tamayo",Review of Accounting Studies,Review of Accounting Studies,top_acct,"Trust, Social Capital, and the Bond Market Benefits of Esg Performance",debt_capital_structure,A,True,2023::trust social capital and the bond market benefits of esg performance,"d:\OneDrive\tools\paper\2023 - Amiraslani, Lins, Servaes, Tamayo - Review of Accounting Studies - Trust, Social Capital, and the Bond Market Benefits of Esg Performance.pdf"
"2023 - Amiraslani, Lins, Servaes, Tamayo - Review of Accounting Studies - Trust, Social Capital, and the Bond Market Benefits of Esg Performance.txt",txt,168535,2023,2020_2024,"Amiraslani, Lins, Servaes, Tamayo",Review of Accounting Studies,Review of Accounting Studies,top_acct,"Trust, Social Capital, and the Bond Market Benefits of Esg Performance",debt_capital_structure,A,True,2023::trust social capital and the bond market benefits of esg performance,"d:\OneDrive\tools\paper\2023 - Amiraslani, Lins, Servaes, Tamayo - Review of Accounting Studies - Trust, Social Capital, and the Bond Market Benefits of Esg Performance.txt"
2023 - Andrews - American Economic Journal Economic Policy - How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U.pdf,pdf,947016,2023,2020_2024,Andrews,American Economic Journal Economic Policy,unknown,unknown,How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U,unknown,A,True,2023::how do institutions of higher education affect local invention evidence from the establishment of u,d:\OneDrive\tools\paper\2023 - Andrews - American Economic Journal Economic Policy - How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U.pdf
2023 - Andrews - American Economic Journal Economic Policy - How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U.txt,txt,174639,2023,2020_2024,Andrews,American Economic Journal Economic Policy,unknown,unknown,How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U,unknown,A,True,2023::how do institutions of higher education affect local invention evidence from the establishment of u,d:\OneDrive\tools\paper\2023 - Andrews - American Economic Journal Economic Policy - How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U.txt
"2023 - Aobdia, Choudhary, Newberger - The Accounting Review - The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role.pdf",pdf,510628,2023,2020_2024,"Aobdia, Choudhary, Newberger",The Accounting Review,The Accounting Review,top_acct,The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role,audit,A,True,2023::the economics of audit production what matters for audit quality an empirical analysis of the role,"d:\OneDrive\tools\paper\2023 - Aobdia, Choudhary, Newberger - The Accounting Review - The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role.pdf"
"2023 - Aobdia, Choudhary, Newberger - The Accounting Review - The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role.txt",txt,182239,2023,2020_2024,"Aobdia, Choudhary, Newberger",The Accounting Review,The Accounting Review,top_acct,The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role,audit,A,True,2023::the economics of audit production what matters for audit quality an empirical analysis of the role,"d:\OneDrive\tools\paper\2023 - Aobdia, Choudhary, Newberger - The Accounting Review - The Economics of Audit Production What Matters for Audit Quality An Empirical Analysis of the Role.txt"
"2023 - Arikan, Kara, Masli, Xi - Journal of Accounting and Economics - Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr.pdf",pdf,429534,2023,2020_2024,"Arikan, Kara, Masli, Xi",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr,disclosure,A,True,2023::political euphoria and corporate disclosures an investigation of ceo partisan alignment with the pr,"d:\OneDrive\tools\paper\2023 - Arikan, Kara, Masli, Xi - Journal of Accounting and Economics - Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr.pdf"
"2023 - Arikan, Kara, Masli, Xi - Journal of Accounting and Economics - Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr.txt",txt,136219,2023,2020_2024,"Arikan, Kara, Masli, Xi",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr,disclosure,A,True,2023::political euphoria and corporate disclosures an investigation of ceo partisan alignment with the pr,"d:\OneDrive\tools\paper\2023 - Arikan, Kara, Masli, Xi - Journal of Accounting and Economics - Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr.txt"
"2023 - Ash, Galletta - American Economic Journal Applied Economics - How Cable News Reshaped Local Government.pdf",pdf,732958,2023,2020_2024,"Ash, Galletta",American Economic Journal Applied Economics,unknown,unknown,How Cable News Reshaped Local Government,unknown,A,True,2023::how cable news reshaped local government,"d:\OneDrive\tools\paper\2023 - Ash, Galletta - American Economic Journal Applied Economics - How Cable News Reshaped Local Government.pdf"
"2023 - Ash, Galletta - American Economic Journal Applied Economics - How Cable News Reshaped Local Government.txt",txt,112287,2023,2020_2024,"Ash, Galletta",American Economic Journal Applied Economics,unknown,unknown,How Cable News Reshaped Local Government,unknown,A,True,2023::how cable news reshaped local government,"d:\OneDrive\tools\paper\2023 - Ash, Galletta - American Economic Journal Applied Economics - How Cable News Reshaped Local Government.txt"
"2023 - Autrey, Jackson, Klevsky, Drasgow - The Accounting Review - Connectors A Catalyst for Team Creativity.pdf",pdf,944296,2023,2020_2024,"Autrey, Jackson, Klevsky, Drasgow",The Accounting Review,The Accounting Review,top_acct,Connectors A Catalyst for Team Creativity,unknown,A,True,2023::connectors a catalyst for team creativity,"d:\OneDrive\tools\paper\2023 - Autrey, Jackson, Klevsky, Drasgow - The Accounting Review - Connectors A Catalyst for Team Creativity.pdf"
"2023 - Autrey, Jackson, Klevsky, Drasgow - The Accounting Review - Connectors A Catalyst for Team Creativity.txt",txt,139456,2023,2020_2024,"Autrey, Jackson, Klevsky, Drasgow",The Accounting Review,The Accounting Review,top_acct,Connectors A Catalyst for Team Creativity,unknown,A,True,2023::connectors a catalyst for team creativity,"d:\OneDrive\tools\paper\2023 - Autrey, Jackson, Klevsky, Drasgow - The Accounting Review - Connectors A Catalyst for Team Creativity.txt"
"2023 - Babina, Bernstein, Mezzanotti - The Review of Financial Studies - Financial Disruptions and the Organization of Innovation Evidence from the Great Depression.pdf",pdf,618849,2023,2020_2024,"Babina, Bernstein, Mezzanotti",The Review of Financial Studies,Review of Financial Studies,top_fin,Financial Disruptions and the Organization of Innovation Evidence from the Great Depression,innovation_rd,A,True,2023::financial disruptions and the organization of innovation evidence from the great depression,"d:\OneDrive\tools\paper\2023 - Babina, Bernstein, Mezzanotti - The Review of Financial Studies - Financial Disruptions and the Organization of Innovation Evidence from the Great Depression.pdf"
"2023 - Babina, Bernstein, Mezzanotti - The Review of Financial Studies - Financial Disruptions and the Organization of Innovation Evidence from the Great Depression.txt",txt,199220,2023,2020_2024,"Babina, Bernstein, Mezzanotti",The Review of Financial Studies,Review of Financial Studies,top_fin,Financial Disruptions and the Organization of Innovation Evidence from the Great Depression,innovation_rd,A,True,2023::financial disruptions and the organization of innovation evidence from the great depression,"d:\OneDrive\tools\paper\2023 - Babina, Bernstein, Mezzanotti - The Review of Financial Studies - Financial Disruptions and the Organization of Innovation Evidence from the Great Depression.txt"
"2023 - Badertscher, Kim, Kinney, Owens - Journal of Accounting and Economics - Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir.pdf",pdf,1428132,2023,2020_2024,"Badertscher, Kim, Kinney, Owens",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,"Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir",unknown,A,True,2023::assurance level choice cpa fees and financial reporting benefits inferences from u s private fir,"d:\OneDrive\tools\paper\2023 - Badertscher, Kim, Kinney, Owens - Journal of Accounting and Economics - Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir.pdf"
"2023 - Badertscher, Kim, Kinney, Owens - Journal of Accounting and Economics - Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir.txt",txt,156894,2023,2020_2024,"Badertscher, Kim, Kinney, Owens",Journal of Accounting and Economics,Journal of Accounting and Economics,top_acct,"Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir",unknown,A,True,2023::assurance level choice cpa fees and financial reporting benefits inferences from u s private fir,"d:\OneDrive\tools\paper\2023 - Badertscher, Kim, Kinney, Owens - Journal of Accounting and Economics - Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir.txt"
"2023 - Bazzi, Ferrara, Fiszbein, Pearson, Testa - The Quarterly Journal of Economics - The Other Great Migration Southern Whites and the New Right.pdf",pdf,1252595,2023,2020_2024,"Bazzi, Ferrara, Fiszbein, Pearson, Testa",The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,The Other Great Migration Southern Whites and the New Right,unknown,A,True,2023::the other great migration southern whites and the new right,"d:\OneDrive\tools\paper\2023 - Bazzi, Ferrara, Fiszbein, Pearson, Testa - The Quarterly Journal of Economics - The Other Great Migration Southern Whites and the New Right.pdf"
"2023 - Bazzi, Ferrara, Fiszbein, Pearson, Testa - The Quarterly Journal of Economics - The Other Great Migration Southern Whites and the New Right.txt",txt,233297,2023,2020_2024,"Bazzi, Ferrara, Fiszbein, Pearson, Testa",The Quarterly Journal of Economics,Quarterly Journal of Economics,top_gen,The Other Great Migration Southern Whites and the New Right,unknown,A,True,2023::the other great migration southern whites and the new right,"d:\OneDrive\tools\paper\2023 - Bazzi, Ferrara, Fiszbein, Pearson, Testa - The Quarterly Journal of Economics - The Other Great Migration Southern Whites and the New Right.txt"
"2023 - Beaver, Cascino, Correia, McNichols - Review of Accounting Studies - Bankruptcy in Groups.pdf",pdf,1801400,2023,2020_2024,"Beaver, Cascino, Correia, McNichols",Review of Accounting Studies,Review of Accounting Studies,top_acct,Bankruptcy in Groups,unknown,A,True,2023::bankruptcy in groups,"d:\OneDrive\tools\paper\2023 - Beaver, Cascino, Correia, McNichols - Review of Accounting Studies - Bankruptcy in Groups.pdf"
"2023 - Beaver, Cascino, Correia, McNichols - Review of Accounting Studies - Bankruptcy in Groups.txt",txt,179592,2023,2020_2024,"Beaver, Cascino, Correia, McNichols",Review of Accounting Studies,Review of Accounting Studies,top_acct,Bankruptcy in Groups,unknown,A,True,2023::bankruptcy in groups,"d:\OneDrive\tools\paper\2023 - Beaver, Cascino, Correia, McNichols - Review of Accounting Studies - Bankruptcy in Groups.txt"
"2023 - Belo, Donangelo, Lin, Luo - The Review of Financial Studies - What Drives Firms’ Hiring Decisions An Asset Pricing Perspective.pdf",pdf,609103,2023,2020_2024,"Belo, Donangelo, Lin, Luo",The Review of Financial Studies,Review of Financial Studies,top_fin,What Drives Firms’ Hiring Decisions An Asset Pricing Perspective,investors_capmkt,A,True,2023::what drives firms hiring decisions an asset pricing perspective,"d:\OneDrive\tools\paper\2023 - Belo, Donangelo, Lin, Luo - The Review of Financial Studies - What Drives Firms’ Hiring Decisions An Asset Pricing Perspective.pdf"
"2023 - Belo, Donangelo, Lin, Luo - The Review of Financial Studies - What Drives Firms’ Hiring Decisions An Asset Pricing Perspective.txt",txt,139029,2023,2020_2024,"Belo, Donangelo, Lin, Luo",The Review of Financial Studies,Review of Financial Studies,top_fin,What Drives Firms’ Hiring Decisions An Asset Pricing Perspective,investors_capmkt,A,True,2023::what drives firms hiring decisions an asset pricing perspective,"d:\OneDrive\tools\paper\2023 - Belo, Donangelo, Lin, Luo - The Review of Financial Studies - What Drives Firms’ Hiring Decisions An Asset Pricing Perspective.txt"
